seed,sample_set,method,stratum_column,stratum_value,sample_count,MAE,MSE,regret_to_oracle,oracle_label_accuracy,weight_entropy,normalized_weight_entropy,mean_max_weight
16,diagnostic_balanced,revin_aux_only_fusion_huber_kl_raw_soft_fusion,error_gap_quantile,q4,4756,0.47572491982504506,0.8380826015579556,0.08136204959362253,0.34840201850294367,1.1636795912711835,0.7230347826908368,0.4936392195084147
16,diagnostic_balanced,revin_aux_only_fusion_huber_kl_hard_top1,error_gap_quantile,q5,3650,0.6770482621068129,4.981298971639088,0.236538992174015,0.41698630136986303,1.1445994664063959,0.7111796345565844,0.5166232178309192
16,diagnostic_balanced,revin_aux_only_fusion_huber_kl_raw_soft_fusion,error_gap_quantile,q5,3650,0.6747568188801611,4.667418797157883,0.23424754894736333,0.41698630136986303,1.1445994664063959,0.7111796345565844,0.5166232178309192
16,diagnostic_balanced,revin_aux_only_fusion_huber_kl_hard_top1,error_gap_quantile,q1,2935,0.007083848990707022,0.011837591464417693,0.005006805896498041,0.003747870528109029,1.6033434564453983,0.9962133015870832,0.21344929275053728
16,diagnostic_balanced,revin_aux_only_fusion_huber_kl_raw_soft_fusion,error_gap_quantile,q1,2935,0.006007110483086076,0.009346772891797328,0.003930067388877095,0.003747870528109029,1.6033434564453983,0.9962133015870832,0.21344929275053728
16,diagnostic_balanced,revin_aux_only_fusion_huber_kl_hard_top1,error_gap_quantile,q2,3525,0.33026343904611494,1.188365148848346,0.0862176308125727,0.1804255319148936,1.2412183285076568,0.7712123089174957,0.4715874324622729
16,diagnostic_balanced,revin_aux_only_fusion_huber_kl_raw_soft_fusion,error_gap_quantile,q2,3525,0.2973012838397895,1.1270853862283365,0.05325547560624724,0.1804255319148936,1.2412183285076568,0.7712123089174957,0.4715874324622729
17,pilot_selection,revin_aux_only_fusion_huber_kl_hard_top1,error_gap_quantile,q5,4789,0.6984533192145512,7.760976635940836,0.21576154494179198,0.5648360826894968,1.1235220489546882,0.6980834987635421,0.5188040319751613
17,pilot_selection,revin_aux_only_fusion_huber_kl_raw_soft_fusion,error_gap_quantile,q5,4789,0.6961944669027695,7.234824906049639,0.21350269263001034,0.5648360826894968,1.1235220489546882,0.6980834987635421,0.5188040319751613
17,pilot_selection,revin_aux_only_fusion_huber_kl_hard_top1,error_gap_quantile,q3,6674,0.4145910673164828,0.8168715974086166,0.08383713598966602,0.3702427329937069,1.1560918300044616,0.7183202415407239,0.4970078148463546
17,pilot_selection,revin_aux_only_fusion_huber_kl_raw_soft_fusion,error_gap_quantile,q3,6674,0.37489734519094986,0.7355490523855384,0.04414341386413302,0.3702427329937069,1.1560918300044616,0.7183202415407239,0.4970078148463546
17,pilot_selection,revin_aux_only_fusion_huber_kl_hard_top1,error_gap_quantile,q2,4115,0.3073343793420449,0.5544036648965749,0.0718156641501499,0.28554070473876064,1.2066301323989472,0.7497214543517556,0.48863310359083434
17,pilot_selection,revin_aux_only_fusion_huber_kl_raw_soft_fusion,error_gap_quantile,q2,4115,0.2808993478316742,0.5100188903615848,0.04538063263977921,0.28554070473876064,1.2066301323989472,0.7497214543517556,0.48863310359083434
17,pilot_selection,revin_aux_only_fusion_huber_kl_hard_top1,error_gap_quantile,q4,6547,0.47708766121148677,0.7653105030285824,0.09695816419316163,0.49824347029173666,1.144994289222401,0.7114249517651297,0.49769905773541284
17,pilot_selection,revin_aux_only_fusion_huber_kl_raw_soft_fusion,error_gap_quantile,q4,6547,0.4483158963743659,0.686871284919943,0.0681863993560408,0.49824347029173666,1.144994289222401,0.7114249517651297,0.49769905773541284
17,pilot_selection,revin_aux_only_fusion_huber_kl_hard_top1,error_gap_quantile,q1,7875,0.0070897267257920855,0.028441071552333407,0.00391434459236792,0.0033015873015873015,1.6011122027940767,0.9948269457456533,0.22873451908240242
17,pilot_selection,revin_aux_only_fusion_huber_kl_raw_soft_fusion,error_gap_quantile,q1,7875,0.007245610581167663,0.02711140347213285,0.004070228447743498,0.0033015873015873015,1.6011122027940767,0.9948269457456533,0.22873451908240242
17,diagnostic_balanced,revin_aux_only_fusion_huber_kl_hard_top1,error_gap_quantile,q3,5134,0.4334914116245119,0.9181276910852567,0.09067905975200863,0.24230619400077913,1.1621770472851711,0.7221011996216148,0.49549562934195435
17,diagnostic_balanced,revin_aux_only_fusion_huber_kl_raw_soft_fusion,error_gap_quantile,q3,5134,0.3894473593076165,0.8338797898688449,0.04663500743511327,0.24230619400077913,1.1621770472851711,0.7221011996216148,0.49549562934195435
