variant,visual_input_mode,visual_dim,sample_set,method_kind,seed,method,selected_model,count,ratio
film_mean_patch_aux,mean_patch,768,round2_selection_expanded,raw_soft_fusion,16,film_mean_patch_aux_raw_soft_fusion,PatchTST,1609,0.1609
film_mean_patch_aux,mean_patch,768,round2_selection_expanded,hard_top1,17,film_mean_patch_aux_hard_top1,CrossFormer,348,0.0348
film_mean_patch_aux,mean_patch,768,round2_selection_expanded,hard_top1,17,film_mean_patch_aux_hard_top1,DLinear,4715,0.4715
film_mean_patch_aux,mean_patch,768,round2_selection_expanded,hard_top1,17,film_mean_patch_aux_hard_top1,ES,2982,0.2982
film_mean_patch_aux,mean_patch,768,round2_selection_expanded,hard_top1,17,film_mean_patch_aux_hard_top1,NaiveForecaster,537,0.0537
film_mean_patch_aux,mean_patch,768,round2_selection_expanded,hard_top1,17,film_mean_patch_aux_hard_top1,PatchTST,1418,0.1418
film_mean_patch_aux,mean_patch,768,round2_selection_expanded,raw_soft_fusion,17,film_mean_patch_aux_raw_soft_fusion,CrossFormer,348,0.0348
film_mean_patch_aux,mean_patch,768,round2_selection_expanded,raw_soft_fusion,17,film_mean_patch_aux_raw_soft_fusion,DLinear,4715,0.4715
film_mean_patch_aux,mean_patch,768,round2_selection_expanded,raw_soft_fusion,17,film_mean_patch_aux_raw_soft_fusion,ES,2982,0.2982
film_mean_patch_aux,mean_patch,768,round2_selection_expanded,raw_soft_fusion,17,film_mean_patch_aux_raw_soft_fusion,NaiveForecaster,537,0.0537
film_mean_patch_aux,mean_patch,768,round2_selection_expanded,raw_soft_fusion,17,film_mean_patch_aux_raw_soft_fusion,PatchTST,1418,0.1418
film_mean_patch_aux,mean_patch,768,round2_selection_expanded,hard_top1,18,film_mean_patch_aux_hard_top1,CrossFormer,638,0.0638
film_mean_patch_aux,mean_patch,768,round2_selection_expanded,hard_top1,18,film_mean_patch_aux_hard_top1,DLinear,4187,0.4187
film_mean_patch_aux,mean_patch,768,round2_selection_expanded,hard_top1,18,film_mean_patch_aux_hard_top1,ES,425,0.0425
film_mean_patch_aux,mean_patch,768,round2_selection_expanded,hard_top1,18,film_mean_patch_aux_hard_top1,NaiveForecaster,3269,0.3269
